Gender,Name,Category,Concept,profile_image
Girl,Soojin,Bright & Cheerful,"햇살 같은 비주얼, 항상 웃는 분위기 메이커",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_001.png
Girl,Minseo,Bright & Cheerful,"발랄한 보컬, 스포츠 걸 감성",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_002.png
Girl,Haru,Bright & Cheerful,"귀여운 막내, 애교 담당",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_003.png
Girl,Yuna,Bright & Cheerful,"청량한 보컬, 긍정 에너지",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_004.png
Girl,Taeyang,Bright & Cheerful,"쾌활한 댄서, 팀 에너지 담당",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_005.png
Girl,Nari,Bright & Cheerful,"활기찬 미소, 발랄한 성격",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_006.png
Girl,Jisoo,Bright & Cheerful,"상큼한 보컬, 청순+밝음 조합",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_007.png
Girl,Hayul,Bright & Cheerful,"귀여운 제스처, 팬 서비스 담당",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_008.png
Girl,Haeun,Bright & Cheerful,"밝은 미소, 러블리한 이미지",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_009.png
Girl,Eunchae,Bright & Cheerful,"해맑은 막내, 귀여움+발랄",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_010.png
Girl,Haneul,Bright & Cheerful,"맑은 청량 비주얼, 순수+쾌활",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_011.png
Girl,Yeonwoo,Bright & Cheerful,"해피 바이러스, 친근한 성격",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_012.png
Girl,Rina,Bright & Cheerful,"밝고 순수한 비주얼, 긍정적",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_013.png
Girl,Jiwon,Bright & Cheerful,"활발한 성격, 댄스+보컬 다재다능",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_014.png
Girl,Seoyoon,Bright & Cheerful,"청량한 미소, 무대 위 발랄 에너지",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_015.png
Girl,Jiwoo,Cool & Chic,"카리스마 리더, 무대에서 시크",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_016.png
Girl,Kai,Cool & Chic,"도시적 비주얼, 말수 적음",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_017.png
Girl,Sena,Cool & Chic,"도도한 표정, 도시 미인",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_018.png
Girl,Hyun,Cool & Chic,"차분한 매력, 무대 위 카리스마",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_019.png
Girl,Mirae,Cool & Chic,시크+은근한 다정함,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_020.png
Girl,Eunjin,Cool & Chic,"강렬한 눈빛, 도도한 분위기",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_021.png
Girl,Hana,Cool & Chic,"도시적 보컬, 쿨톤 비주얼",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_022.png
Girl,Raon,Cool & Chic,무대 위 카리스마 댄서,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_023.png
Girl,Sihyun,Cool & Chic,차갑지만 섹시한 이미지,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_024.png
Girl,Doha,Cool & Chic,"훈훈한 비주얼, 시크한 성격",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_025.png
Girl,Kairi,Cool & Chic,일본풍 시크한 매력,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_026.png
Girl,Lina,Cool & Chic,"차갑고 세련된 느낌, 카리스마 보컬",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_027.png
Girl,Suri,Cool & Chic,"고양이상 비주얼, 도도한 태도",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_028.png
Girl,Noah,Cool & Chic,"시크한 남자 아이돌, 미니멀 감성",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_029.png
Girl,Eunwoo,Cool & Chic,섬세하고 도도한 비주얼 담당,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_030.png
Girl,Jinwoo,Energetic Performer,"춤추는 에너지, 메인 댄서",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_031.png
Girl,Haon,Energetic Performer,무대 위 파워풀한 래퍼,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_032.png
Girl,Seulgi,Energetic Performer,"카리스마 댄서, 퍼포먼스 담당",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_033.png
Girl,Taemin,Energetic Performer,부드럽지만 폭발적인 댄스,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_034.png
Girl,Yuri,Energetic Performer,"스포티한 비주얼, 춤과 노래 다재다능",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_035.png
Girl,Doyeon,Energetic Performer,"무대 체력 괴물, 파워풀 보컬",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_036.png
Girl,Eunha,Energetic Performer,작지만 강렬한 퍼포머,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_037.png
Girl,Kangmin,Energetic Performer,"에너제틱 댄서, 무대 장악력",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_038.png
Girl,Mino,Energetic Performer,"카리스마 래퍼, 무대 분위기 압도",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_039.png
Girl,Yebin,Energetic Performer,"발랄한 댄서, 긍정적 성격",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_040.png
Girl,Sion,Energetic Performer,무대 집중력 강한 보컬,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_041.png
Girl,Harin,Energetic Performer,"파워풀 보컬+댄스, 팀 에너지",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_042.png
Girl,Sowon,Energetic Performer,무대 카리스마 넘치는 리더,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_043.png
Girl,Jaeho,Energetic Performer,"퍼포먼스 장인, 팬심 자극",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_044.png
Girl,Gaeul,Energetic Performer,"팀의 활기, 무대 소화력 최고",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_045.png
Girl,Hajin,Emotional / Artistic,"감성적 보컬, 가사 해석력",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_046.png
Girl,Jihye,Emotional / Artistic,"아티스틱 감성, 예술적 매력",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_047.png
Girl,Eunbyul,Emotional / Artistic,별빛 같은 감성 비주얼,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_048.png
Girl,Harin,Emotional / Artistic,"예술적 무드, 부드러운 보컬",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_049.png
Girl,Serin,Emotional / Artistic,"잔잔한 매력, 서정적 목소리",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_050.png
Girl,Arin,Emotional / Artistic,"맑고 순수한 음색, 감성적",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_051.png
Girl,Yunseo,Emotional / Artistic,"아티스트 분위기, 깊은 눈빛",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_052.png
Girl,Hyeseong,Emotional / Artistic,"예술적 카리스마, 팬픽 소재감",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_053.png
Girl,Mira,Emotional / Artistic,"감성 래퍼, 서정적인 가사",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_054.png
Girl,Eunji,Emotional / Artistic,차분하고 예술적 분위기,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_055.png
Girl,Sowon,Emotional / Artistic,"따뜻한 보컬, 발라드형 감성",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_056.png
Girl,Juri,Emotional / Artistic,"예술학교 출신 느낌, 클래식 감성",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_057.png
Girl,Seoyun,Emotional / Artistic,"감성 보컬리스트, 섬세한 성격",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_058.png
Girl,Youngjae,Emotional / Artistic,작곡·편곡도 하는 아티스트형 아이돌,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_059.png
Girl,Hyojin,Emotional / Artistic,"감성 보컬, 진정성 있는 무대",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_060.png
Girl,Raven,Mysterious / Unique,"신비로운 눈빛, 다크 컨셉",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_061.png
Girl,Miyu,Mysterious / Unique,"수수께끼 같은 분위기, 차분함",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_062.png
Girl,Jade,Mysterious / Unique,"중성적 매력, 신비로운 무대",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_063.png
Girl,Hyuna,Mysterious / Unique,관능적이면서 신비한 카리스마,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_064.png
Girl,Elin,Mysterious / Unique,"몽환적인 비주얼, 드림팝 감성",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_065.png
Girl,Yuri,Mysterious / Unique,"깊은 눈빛, 무대 장악력",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_066.png
Girl,Shion,Mysterious / Unique,"비밀스러운 분위기, 스토리텔링 담당",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_067.png
Girl,Nari,Mysterious / Unique,"요정 같은 분위기, 신비로운 보컬",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_068.png
Girl,Sera,Mysterious / Unique,독특한 컨셉 소화력,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_069.png
Girl,Aiden,Mysterious / Unique,다크하면서 매력적인 래퍼,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_070.png
Girl,Noir,Mysterious / Unique,"블랙 카리스마, 다크 무드 담당",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_071.png
Girl,Eve,Mysterious / Unique,"독창적 퍼포머, 신비로움 강조",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_072.png
Girl,Orin,Mysterious / Unique,"초현실적 비주얼, 몽환 캐릭터",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_073.png
Girl,Juno,Mysterious / Unique,"비밀스러운 매력, 콘셉트 아이돌",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_074.png
Girl,Luan,Mysterious / Unique,"독특한 이미지, 무대 장인",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_075.png
Girl,Hojun,Funny / Friendly,"팀의 개그맨, 유머러스",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_076.png
Girl,Sujin,Funny / Friendly,"장난기 많은 성격, 팬서비스 담당",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_077.png
Girl,Minkyu,Funny / Friendly,"예능감 충만, 분위기 메이커",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_078.png
Girl,Hyerin,Funny / Friendly,팬들과 소통 좋아하는 프렌들리 아이돌,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_079.png
Girl,Junha,Funny / Friendly,비글미 넘치는 보컬,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_080.png
Girl,Sejin,Funny / Friendly,"장난꾸러기 성격, 막내 포지션",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_081.png
Girl,Jiwon,Funny / Friendly,유머러스하면서 센스 있는 MC 담당,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_082.png
Girl,Yura,Funny / Friendly,"팬들과 소통왕, 웃음 제조기",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_083.png
Girl,Taeyoon,Funny / Friendly,예능감 넘치는 래퍼,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_084.png
Girl,Hanae,Funny / Friendly,밝고 장난스러운 무드 메이커,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_085.png
Girl,Sohee,Caring / Team-Player,언니미 넘치는 케어러,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_086.png
Girl,Jihwan,Caring / Team-Player,멤버들 잘 챙기는 팀 플레이어,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_087.png
Girl,Yujin,Caring / Team-Player,"따뜻한 성격, 팬과 멤버 모두 케어",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_088.png
Girl,Haewon,Caring / Team-Player,온화하고 차분한 리더십,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_089.png
Girl,Dahyun,Caring / Team-Player,"밝고 긍정적, 팀 내 중재자",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_090.png
Girl,Giyoon,Caring / Team-Player,부드럽고 상냥한 성격,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_091.png
Girl,Seoyeon,Caring / Team-Player,다른 멤버들 서포트 잘 하는 조력자,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_092.png
Girl,Hyunwoo,Caring / Team-Player,듬직한 오빠 같은 멤버,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_093.png
Girl,Jaxon,Rebel / Edgy,"반항아 느낌, edgy한 퍼포먼스",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_094.png
Girl,Vivi,Rebel / Edgy,"강렬한 메이크업, 컨셉 소화력",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_095.png
Girl,Zion,Rebel / Edgy,"파워풀 래퍼, rebellious vibe",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_096.png
Girl,Lara,Rebel / Edgy,"걸크러시, 강한 여성상",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_097.png
Girl,Roki,Rebel / Edgy,"락스타 감성, edgy한 무대",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_098.png
Girl,Hana,Rebel / Edgy,독특한 헤어컬러+펑크 스타일,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_099.png
Girl,Ace,Rebel / Edgy,"강렬한 카리스마, edgy 리더",https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_100.png
Girl,Nova,Rebel / Edgy,미래지향적이고 반항적인 캐릭터,https://lylblbckiwabbnjasahu.supabase.co/storage/v1/object/public/idols/female_101.png